index, name                                                   , type      , volume-mm3 
415 , ctx-rh-temporalpole_2                                  , cortical  ,      871.0 
416 , ctx-rh-temporalpole_3                                  , cortical  ,      873.0 
417 , ctx-rh-inferiortemporal_16                             , cortical  ,      301.0 
418 , ctx-rh-inferiortemporal_3                              , cortical  ,      839.0 
419 , ctx-rh-inferiortemporal_5                              , cortical  ,      519.0 
420 , ctx-rh-inferiortemporal_9                              , cortical  ,      707.0 
421 , ctx-rh-inferiortemporal_11                             , cortical  ,      268.0 
422 , ctx-rh-inferiortemporal_8                              , cortical  ,      742.0 
423 , ctx-rh-inferiortemporal_1                              , cortical  ,      348.0 
424 , ctx-rh-inferiortemporal_4                              , cortical  ,      891.0 
425 , ctx-rh-inferiortemporal_7                              , cortical  ,      595.0 
426 , ctx-rh-inferiortemporal_2                              , cortical  ,      981.0 
427 , ctx-rh-inferiortemporal_6                              , cortical  ,      503.0 
428 , ctx-rh-inferiortemporal_10                             , cortical  ,     1036.0 
429 , ctx-rh-inferiortemporal_12                             , cortical  ,     1435.0 
430 , ctx-rh-inferiortemporal_15                             , cortical  ,      547.0 
431 , ctx-rh-inferiortemporal_14                             , cortical  ,      949.0 
432 , ctx-rh-inferiortemporal_13                             , cortical  ,     1247.0 
433 , ctx-rh-middletemporal_12                               , cortical  ,      897.0 
434 , ctx-rh-middletemporal_16                               , cortical  ,      924.0 
435 , ctx-rh-middletemporal_13                               , cortical  ,      727.0 
436 , ctx-rh-middletemporal_15                               , cortical  ,      846.0 
437 , ctx-rh-middletemporal_6                                , cortical  ,      715.0 
438 , ctx-rh-middletemporal_11                               , cortical  ,      716.0 
439 , ctx-rh-middletemporal_10                               , cortical  ,      372.0 
440 , ctx-rh-middletemporal_4                                , cortical  ,      299.0 
441 , ctx-rh-middletemporal_14                               , cortical  ,      288.0 
442 , ctx-rh-middletemporal_7                                , cortical  ,      960.0 
443 , ctx-rh-middletemporal_17                               , cortical  ,      988.0 
444 , ctx-rh-middletemporal_8                                , cortical  ,      471.0 
445 , ctx-rh-middletemporal_9                                , cortical  ,      700.0 
446 , ctx-rh-middletemporal_1                                , cortical  ,     1165.0 
447 , ctx-rh-middletemporal_3                                , cortical  ,      246.0 
448 , ctx-rh-middletemporal_5                                , cortical  ,      674.0 
449 , ctx-rh-middletemporal_19                               , cortical  ,      419.0 
450 , ctx-rh-middletemporal_2                                , cortical  ,      475.0 
451 , ctx-rh-middletemporal_18                               , cortical  ,      621.0 
452 , ctx-rh-bankssts_3                                      , cortical  ,      326.0 
453 , ctx-rh-bankssts_6                                      , cortical  ,      357.0 
454 , ctx-rh-bankssts_2                                      , cortical  ,      355.0 
455 , ctx-rh-bankssts_1                                      , cortical  ,      370.0 
456 , ctx-rh-bankssts_4                                      , cortical  ,      589.0 
457 , ctx-rh-bankssts_5                                      , cortical  ,      714.0 
458 , ctx-rh-superiortemporal_9                              , cortical  ,      627.0 
459 , ctx-rh-superiortemporal_25                             , cortical  ,      336.0 
460 , ctx-rh-superiortemporal_14                             , cortical  ,      227.0 
461 , ctx-rh-superiortemporal_6                              , cortical  ,      472.0 
462 , ctx-rh-superiortemporal_7                              , cortical  ,      679.0 
463 , ctx-rh-superiortemporal_16                             , cortical  ,      486.0 
464 , ctx-rh-superiortemporal_19                             , cortical  ,      883.0 
465 , ctx-rh-superiortemporal_15                             , cortical  ,      681.0 
466 , ctx-rh-superiortemporal_12                             , cortical  ,      507.0 
467 , ctx-rh-superiortemporal_21                             , cortical  ,      273.0 
468 , ctx-rh-superiortemporal_24                             , cortical  ,      226.0 
469 , ctx-rh-superiortemporal_2                              , cortical  ,      482.0 
470 , ctx-rh-superiortemporal_22                             , cortical  ,      752.0 
471 , ctx-rh-superiortemporal_13                             , cortical  ,      532.0 
472 , ctx-rh-superiortemporal_5                              , cortical  ,      270.0 
473 , ctx-rh-superiortemporal_11                             , cortical  ,      285.0 
474 , ctx-rh-superiortemporal_3                              , cortical  ,      378.0 
475 , ctx-rh-superiortemporal_17                             , cortical  ,      799.0 
476 , ctx-rh-superiortemporal_18                             , cortical  ,      419.0 
477 , ctx-rh-superiortemporal_8                              , cortical  ,      337.0 
478 , ctx-rh-superiortemporal_4                              , cortical  ,      806.0 
479 , ctx-rh-superiortemporal_23                             , cortical  ,      238.0 
480 , ctx-rh-superiortemporal_20                             , cortical  ,      375.0 
481 , ctx-rh-superiortemporal_10                             , cortical  ,      813.0 
482 , ctx-rh-superiortemporal_1                              , cortical  ,      946.0 
483 , ctx-rh-transversetemporal_1                            , cortical  ,      531.0 
484 , ctx-rh-transversetemporal_2                            , cortical  ,      307.0 
485 , ctx-rh-transversetemporal_3                            , cortical  ,      181.0 
486 , ctx-rh-insula_16                                       , cortical  ,      192.0 
487 , ctx-rh-insula_13                                       , cortical  ,      259.0 
488 , ctx-rh-insula_6                                        , cortical  ,      345.0 
489 , ctx-rh-insula_4                                        , cortical  ,      488.0 
490 , ctx-rh-insula_5                                        , cortical  ,      215.0 
491 , ctx-rh-insula_15                                       , cortical  ,      554.0 
492 , ctx-rh-insula_8                                        , cortical  ,      669.0 
493 , ctx-rh-insula_11                                       , cortical  ,      294.0 
494 , ctx-rh-insula_10                                       , cortical  ,      275.0 
495 , ctx-rh-insula_1                                        , cortical  ,      284.0 
496 , ctx-rh-insula_7                                        , cortical  ,      325.0 
497 , ctx-rh-insula_14                                       , cortical  ,      798.0 
498 , ctx-rh-insula_3                                        , cortical  ,      462.0 
499 , ctx-rh-insula_2                                        , cortical  ,      516.0 
500 , ctx-rh-insula_12                                       , cortical  ,      617.0 
501 , ctx-rh-insula_9                                        , cortical  ,      962.0 
502 , Right-Pulvinar                                         , subcortical,        0.0 
503 , Right-Anterior                                         , subcortical,        0.0 
504 , Right-Medio_Dorsal                                     , subcortical,        0.0 
505 , Right-Ventral_Latero_Dorsal                            , subcortical,        0.0 
506 , Right-Central_Lateral-Lateral_Posterior-Medial_Pulvinar, subcortical,        0.0 
507 , Right-Ventral_Anterior                                 , subcortical,        0.0 
508 , Right-Ventral_Latero_Ventral                           , subcortical,        0.0 
509 , Right-Thalamus_Proper                                  , subcortical,     9506.0 
510 , Right-Caudate                                          , subcortical,     4687.0 
511 , Right-Putamen                                          , subcortical,     6227.0 
512 , Right-Pallidum                                         , subcortical,     2531.0 
513 , Right-Accumbens_area                                   , subcortical,      677.0 
514 , Right-Hippocampus                                      , subcortical,     5423.0 
515 , Right-Amygdala                                         , subcortical,     2018.0 
516 , Right-VentralDC                                        , subcortical,     5614.0 
517 , ctx-lh-lateralorbitofrontal_9                          , cortical  ,      542.0 
518 , ctx-lh-lateralorbitofrontal_11                         , cortical  ,      490.0 
519 , ctx-lh-lateralorbitofrontal_5                          , cortical  ,      496.0 
520 , ctx-lh-lateralorbitofrontal_6                          , cortical  ,      436.0 
521 , ctx-lh-lateralorbitofrontal_7                          , cortical  ,     1072.0 
522 , ctx-lh-lateralorbitofrontal_10                         , cortical  ,      758.0 
523 , ctx-lh-lateralorbitofrontal_4                          , cortical  ,      265.0 
524 , ctx-lh-lateralorbitofrontal_17                         , cortical  ,      255.0 
525 , ctx-lh-lateralorbitofrontal_8                          , cortical  ,      442.0 
526 , ctx-lh-lateralorbitofrontal_15                         , cortical  ,      439.0 
527 , ctx-lh-lateralorbitofrontal_13                         , cortical  ,      417.0 
528 , ctx-lh-lateralorbitofrontal_12                         , cortical  ,      386.0 
529 , ctx-lh-lateralorbitofrontal_1                          , cortical  ,      325.0 
530 , ctx-lh-lateralorbitofrontal_3                          , cortical  ,      578.0 
531 , ctx-lh-lateralorbitofrontal_16                         , cortical  ,      376.0 
532 , ctx-lh-lateralorbitofrontal_14                         , cortical  ,      545.0 
533 , ctx-lh-lateralorbitofrontal_2                          , cortical  ,      729.0 
534 , ctx-lh-parsorbitalis_4                                 , cortical  ,     1126.0 
535 , ctx-lh-parsorbitalis_1                                 , cortical  ,      776.0 
536 , ctx-lh-parsorbitalis_2                                 , cortical  ,      385.0 
537 , ctx-lh-parsorbitalis_3                                 , cortical  ,      507.0 
538 , ctx-lh-frontalpole_2                                   , cortical  ,      170.0 
539 , ctx-lh-frontalpole_1                                   , cortical  ,      904.0 
540 , ctx-lh-medialorbitofrontal_1                           , cortical  ,      669.0 
541 , ctx-lh-medialorbitofrontal_9                           , cortical  ,      597.0 
542 , ctx-lh-medialorbitofrontal_7                           , cortical  ,      596.0 
543 , ctx-lh-medialorbitofrontal_3                           , cortical  ,      480.0 
544 , ctx-lh-medialorbitofrontal_10                          , cortical  ,      255.0 
545 , ctx-lh-medialorbitofrontal_8                           , cortical  ,      322.0 
546 , ctx-lh-medialorbitofrontal_5                           , cortical  ,      475.0 
547 , ctx-lh-medialorbitofrontal_4                           , cortical  ,      216.0 
548 , ctx-lh-medialorbitofrontal_2                           , cortical  ,      431.0 
549 , ctx-lh-medialorbitofrontal_6                           , cortical  ,      581.0 
550 , ctx-lh-medialorbitofrontal_11                          , cortical  ,      312.0 
551 , ctx-lh-parstriangularis_8                              , cortical  ,      208.0 
552 , ctx-lh-parstriangularis_5                              , cortical  ,      401.0 
553 , ctx-lh-parstriangularis_3                              , cortical  ,      321.0 
554 , ctx-lh-parstriangularis_4                              , cortical  ,      668.0 
555 , ctx-lh-parstriangularis_1                              , cortical  ,     1105.0 
556 , ctx-lh-parstriangularis_2                              , cortical  ,      835.0 
557 , ctx-lh-parstriangularis_7                              , cortical  ,      580.0 
558 , ctx-lh-parstriangularis_6                              , cortical  ,      376.0 
559 , ctx-lh-parsopercularis_8                               , cortical  ,     1731.0 
560 , ctx-lh-parsopercularis_4                               , cortical  ,      672.0 
561 , ctx-lh-parsopercularis_5                               , cortical  ,      472.0 
562 , ctx-lh-parsopercularis_9                               , cortical  ,      254.0 
563 , ctx-lh-parsopercularis_3                               , cortical  ,      825.0 
564 , ctx-lh-parsopercularis_1                               , cortical  ,      623.0 
565 , ctx-lh-parsopercularis_7                               , cortical  ,      524.0 
566 , ctx-lh-parsopercularis_6                               , cortical  ,      559.0 
567 , ctx-lh-parsopercularis_2                               , cortical  ,      267.0 
568 , ctx-lh-rostralmiddlefrontal_19                         , cortical  ,     1083.0 
569 , ctx-lh-rostralmiddlefrontal_21                         , cortical  ,      626.0 
570 , ctx-lh-rostralmiddlefrontal_16                         , cortical  ,      789.0 
571 , ctx-lh-rostralmiddlefrontal_22                         , cortical  ,      911.0 
572 , ctx-lh-rostralmiddlefrontal_24                         , cortical  ,     1361.0 
573 , ctx-lh-rostralmiddlefrontal_10                         , cortical  ,     1004.0 
574 , ctx-lh-rostralmiddlefrontal_20                         , cortical  ,      893.0 
575 , ctx-lh-rostralmiddlefrontal_15                         , cortical  ,     1044.0 
576 , ctx-lh-rostralmiddlefrontal_18                         , cortical  ,      570.0 
577 , ctx-lh-rostralmiddlefrontal_7                          , cortical  ,      541.0 
578 , ctx-lh-rostralmiddlefrontal_25                         , cortical  ,      947.0 
579 , ctx-lh-rostralmiddlefrontal_23                         , cortical  ,      396.0 
580 , ctx-lh-rostralmiddlefrontal_4                          , cortical  ,      669.0 
581 , ctx-lh-rostralmiddlefrontal_27                         , cortical  ,      605.0 
582 , ctx-lh-rostralmiddlefrontal_14                         , cortical  ,      421.0 
583 , ctx-lh-rostralmiddlefrontal_17                         , cortical  ,      876.0 
584 , ctx-lh-rostralmiddlefrontal_9                          , cortical  ,      614.0 
585 , ctx-lh-rostralmiddlefrontal_12                         , cortical  ,      912.0 
586 , ctx-lh-rostralmiddlefrontal_2                          , cortical  ,      464.0 
587 , ctx-lh-rostralmiddlefrontal_13                         , cortical  ,      706.0 
588 , ctx-lh-rostralmiddlefrontal_11                         , cortical  ,      455.0 
589 , ctx-lh-rostralmiddlefrontal_3                          , cortical  ,      399.0 
590 , ctx-lh-rostralmiddlefrontal_5                          , cortical  ,     1068.0 
591 , ctx-lh-rostralmiddlefrontal_8                          , cortical  ,      675.0 
592 , ctx-lh-rostralmiddlefrontal_26                         , cortical  ,      526.0 
593 , ctx-lh-rostralmiddlefrontal_1                          , cortical  ,      207.0 
594 , ctx-lh-rostralmiddlefrontal_6                          , cortical  ,      387.0 
595 , ctx-lh-superiorfrontal_40                              , cortical  ,      583.0 
596 , ctx-lh-superiorfrontal_4                               , cortical  ,      450.0 
597 , ctx-lh-superiorfrontal_3                               , cortical  ,      427.0 
598 , ctx-lh-superiorfrontal_14                              , cortical  ,      512.0 
599 , ctx-lh-superiorfrontal_7                               , cortical  ,      588.0 
600 , ctx-lh-superiorfrontal_23                              , cortical  ,      774.0 
601 , ctx-lh-superiorfrontal_10                              , cortical  ,      588.0 
602 , ctx-lh-superiorfrontal_39                              , cortical  ,      608.0 
603 , ctx-lh-superiorfrontal_19                              , cortical  ,      510.0 
604 , ctx-lh-superiorfrontal_29                              , cortical  ,      490.0 
605 , ctx-lh-superiorfrontal_1                               , cortical  ,      948.0 
606 , ctx-lh-superiorfrontal_27                              , cortical  ,      435.0 
607 , ctx-lh-superiorfrontal_30                              , cortical  ,      775.0 
608 , ctx-lh-superiorfrontal_15                              , cortical  ,      537.0 
609 , ctx-lh-superiorfrontal_2                               , cortical  ,      439.0 
610 , ctx-lh-superiorfrontal_11                              , cortical  ,      229.0 
611 , ctx-lh-superiorfrontal_37                              , cortical  ,      404.0 
612 , ctx-lh-superiorfrontal_8                               , cortical  ,      586.0 
613 , ctx-lh-superiorfrontal_36                              , cortical  ,      596.0 
614 , ctx-lh-superiorfrontal_25                              , cortical  ,      588.0 
615 , ctx-lh-superiorfrontal_24                              , cortical  ,      563.0 
616 , ctx-lh-superiorfrontal_38                              , cortical  ,      460.0 
617 , ctx-lh-superiorfrontal_20                              , cortical  ,      637.0 
618 , ctx-lh-superiorfrontal_5                               , cortical  ,      734.0 
619 , ctx-lh-superiorfrontal_22                              , cortical  ,      398.0 
620 , ctx-lh-superiorfrontal_21                              , cortical  ,      618.0 
621 , ctx-lh-superiorfrontal_12                              , cortical  ,      624.0 
622 , ctx-lh-superiorfrontal_18                              , cortical  ,      601.0 
623 , ctx-lh-superiorfrontal_42                              , cortical  ,      378.0 
624 , ctx-lh-superiorfrontal_13                              , cortical  ,      937.0 
625 , ctx-lh-superiorfrontal_32                              , cortical  ,      705.0 
626 , ctx-lh-superiorfrontal_33                              , cortical  ,     1034.0 
627 , ctx-lh-superiorfrontal_28                              , cortical  ,      421.0 
628 , ctx-lh-superiorfrontal_41                              , cortical  ,      395.0 
629 , ctx-lh-superiorfrontal_16                              , cortical  ,      537.0 
630 , ctx-lh-superiorfrontal_6                               , cortical  ,      624.0 
631 , ctx-lh-superiorfrontal_9                               , cortical  ,      801.0 
632 , ctx-lh-superiorfrontal_17                              , cortical  ,      928.0 
633 , ctx-lh-superiorfrontal_31                              , cortical  ,      964.0 
634 , ctx-lh-superiorfrontal_35                              , cortical  ,     1301.0 
635 , ctx-lh-superiorfrontal_34                              , cortical  ,      742.0 
636 , ctx-lh-superiorfrontal_26                              , cortical  ,      906.0 
637 , ctx-lh-caudalmiddlefrontal_8                           , cortical  ,      841.0 
638 , ctx-lh-caudalmiddlefrontal_4                           , cortical  ,      574.0 
639 , ctx-lh-caudalmiddlefrontal_2                           , cortical  ,     1238.0 
640 , ctx-lh-caudalmiddlefrontal_3                           , cortical  ,      921.0 
641 , ctx-lh-caudalmiddlefrontal_7                           , cortical  ,      514.0 
642 , ctx-lh-caudalmiddlefrontal_5                           , cortical  ,      452.0 
643 , ctx-lh-caudalmiddlefrontal_11                          , cortical  ,      326.0 
644 , ctx-lh-caudalmiddlefrontal_10                          , cortical  ,      420.0 
645 , ctx-lh-caudalmiddlefrontal_1                           , cortical  ,     1172.0 
646 , ctx-lh-caudalmiddlefrontal_9                           , cortical  ,     1073.0 
647 , ctx-lh-caudalmiddlefrontal_6                           , cortical  ,      877.0 
648 , ctx-lh-precentral_12                                   , cortical  ,      278.0 
649 , ctx-lh-precentral_35                                   , cortical  ,      323.0 
650 , ctx-lh-precentral_28                                   , cortical  ,      456.0 
651 , ctx-lh-precentral_36                                   , cortical  ,      270.0 
652 , ctx-lh-precentral_31                                   , cortical  ,      583.0 
653 , ctx-lh-precentral_5                                    , cortical  ,      591.0 
654 , ctx-lh-precentral_21                                   , cortical  ,      342.0 
655 , ctx-lh-precentral_1                                    , cortical  ,      572.0 
656 , ctx-lh-precentral_8                                    , cortical  ,      428.0 
657 , ctx-lh-precentral_20                                   , cortical  ,      646.0 
658 , ctx-lh-precentral_34                                   , cortical  ,      506.0 
659 , ctx-lh-precentral_2                                    , cortical  ,      677.0 
660 , ctx-lh-precentral_23                                   , cortical  ,      268.0 
661 , ctx-lh-precentral_19                                   , cortical  ,      194.0 
662 , ctx-lh-precentral_22                                   , cortical  ,      356.0 
663 , ctx-lh-precentral_26                                   , cortical  ,      437.0 
664 , ctx-lh-precentral_6                                    , cortical  ,      492.0 
665 , ctx-lh-precentral_10                                   , cortical  ,      910.0 
666 , ctx-lh-precentral_3                                    , cortical  ,      428.0 
667 , ctx-lh-precentral_9                                    , cortical  ,      456.0 
668 , ctx-lh-precentral_4                                    , cortical  ,      667.0 
669 , ctx-lh-precentral_32                                   , cortical  ,      445.0 
670 , ctx-lh-precentral_16                                   , cortical  ,      216.0 
671 , ctx-lh-precentral_15                                   , cortical  ,      229.0 
672 , ctx-lh-precentral_30                                   , cortical  ,      344.0 
673 , ctx-lh-precentral_18                                   , cortical  ,      850.0 
674 , ctx-lh-precentral_27                                   , cortical  ,      503.0 
675 , ctx-lh-precentral_7                                    , cortical  ,      222.0 
676 , ctx-lh-precentral_11                                   , cortical  ,      538.0 
677 , ctx-lh-precentral_14                                   , cortical  ,      370.0 
678 , ctx-lh-precentral_33                                   , cortical  ,      243.0 
679 , ctx-lh-precentral_24                                   , cortical  ,      243.0 
680 , ctx-lh-precentral_13                                   , cortical  ,      662.0 
681 , ctx-lh-precentral_29                                   , cortical  ,      696.0 
682 , ctx-lh-precentral_25                                   , cortical  ,      848.0 
683 , ctx-lh-precentral_17                                   , cortical  ,      426.0 
684 , ctx-lh-paracentral_1                                   , cortical  ,      464.0 
685 , ctx-lh-paracentral_9                                   , cortical  ,      364.0 
686 , ctx-lh-paracentral_4                                   , cortical  ,      529.0 
687 , ctx-lh-paracentral_2                                   , cortical  ,      198.0 
688 , ctx-lh-paracentral_3                                   , cortical  ,      452.0 
689 , ctx-lh-paracentral_5                                   , cortical  ,      394.0 
690 , ctx-lh-paracentral_12                                  , cortical  ,      364.0 
691 , ctx-lh-paracentral_6                                   , cortical  ,      291.0 
692 , ctx-lh-paracentral_10                                  , cortical  ,      177.0 
693 , ctx-lh-paracentral_11                                  , cortical  ,      439.0 
694 , ctx-lh-paracentral_7                                   , cortical  ,      297.0 
695 , ctx-lh-paracentral_8                                   , cortical  ,      236.0 
696 , ctx-lh-rostralanteriorcingulate_2                      , cortical  ,      944.0 
697 , ctx-lh-rostralanteriorcingulate_1                      , cortical  ,      863.0 
698 , ctx-lh-rostralanteriorcingulate_4                      , cortical  ,      708.0 
699 , ctx-lh-rostralanteriorcingulate_3                      , cortical  ,      524.0 
700 , ctx-lh-caudalanteriorcingulate_1                       , cortical  ,      176.0 
701 , ctx-lh-caudalanteriorcingulate_6                       , cortical  ,      351.0 
702 , ctx-lh-caudalanteriorcingulate_4                       , cortical  ,      423.0 
703 , ctx-lh-caudalanteriorcingulate_2                       , cortical  ,      341.0 
704 , ctx-lh-caudalanteriorcingulate_3                       , cortical  ,      248.0 
705 , ctx-lh-caudalanteriorcingulate_5                       , cortical  ,      532.0 
706 , ctx-lh-posteriorcingulate_8                            , cortical  ,      395.0 
707 , ctx-lh-posteriorcingulate_1                            , cortical  ,      273.0 
708 , ctx-lh-posteriorcingulate_7                            , cortical  ,      577.0 
709 , ctx-lh-posteriorcingulate_2                            , cortical  ,      467.0 
710 , ctx-lh-posteriorcingulate_5                            , cortical  ,      261.0 
711 , ctx-lh-posteriorcingulate_3                            , cortical  ,      359.0 
712 , ctx-lh-posteriorcingulate_9                            , cortical  ,      211.0 
713 , ctx-lh-posteriorcingulate_4                            , cortical  ,      789.0 
714 , ctx-lh-posteriorcingulate_6                            , cortical  ,      310.0 
715 , ctx-lh-isthmuscingulate_3                              , cortical  ,      355.0 
716 , ctx-lh-isthmuscingulate_1                              , cortical  ,      521.0 
717 , ctx-lh-isthmuscingulate_2                              , cortical  ,      610.0 
718 , ctx-lh-isthmuscingulate_4                              , cortical  ,      420.0 
719 , ctx-lh-isthmuscingulate_5                              , cortical  ,      565.0 
720 , ctx-lh-isthmuscingulate_6                              , cortical  ,      324.0 
721 , ctx-lh-postcentral_24                                  , cortical  ,      168.0 
722 , ctx-lh-postcentral_26                                  , cortical  ,      593.0 
723 , ctx-lh-postcentral_6                                   , cortical  ,      486.0 
724 , ctx-lh-postcentral_20                                  , cortical  ,      552.0 
725 , ctx-lh-postcentral_25                                  , cortical  ,      642.0 
726 , ctx-lh-postcentral_11                                  , cortical  ,      214.0 
727 , ctx-lh-postcentral_3                                   , cortical  ,      455.0 
728 , ctx-lh-postcentral_18                                  , cortical  ,      462.0 
729 , ctx-lh-postcentral_27                                  , cortical  ,      180.0 
730 , ctx-lh-postcentral_13                                  , cortical  ,      137.0 
731 , ctx-lh-postcentral_23                                  , cortical  ,      396.0 
732 , ctx-lh-postcentral_9                                   , cortical  ,      275.0 
733 , ctx-lh-postcentral_17                                  , cortical  ,      454.0 
734 , ctx-lh-postcentral_30                                  , cortical  ,      186.0 
735 , ctx-lh-postcentral_22                                  , cortical  ,      453.0 
736 , ctx-lh-postcentral_7                                   , cortical  ,      193.0 
737 , ctx-lh-postcentral_4                                   , cortical  ,      289.0 
738 , ctx-lh-postcentral_5                                   , cortical  ,      503.0 
739 , ctx-lh-postcentral_29                                  , cortical  ,      279.0 
740 , ctx-lh-postcentral_1                                   , cortical  ,      792.0 
741 , ctx-lh-postcentral_16                                  , cortical  ,      379.0 
742 , ctx-lh-postcentral_14                                  , cortical  ,      314.0 
743 , ctx-lh-postcentral_12                                  , cortical  ,      705.0 
744 , ctx-lh-postcentral_21                                  , cortical  ,      328.0 
745 , ctx-lh-postcentral_8                                   , cortical  ,      208.0 
746 , ctx-lh-postcentral_10                                  , cortical  ,      279.0 
747 , ctx-lh-postcentral_2                                   , cortical  ,      191.0 
748 , ctx-lh-postcentral_19                                  , cortical  ,      122.0 
749 , ctx-lh-postcentral_15                                  , cortical  ,      472.0 
750 , ctx-lh-postcentral_28                                  , cortical  ,      541.0 
751 , ctx-lh-supramarginal_19                                , cortical  ,      269.0 
752 , ctx-lh-supramarginal_10                                , cortical  ,      689.0 
753 , ctx-lh-supramarginal_11                                , cortical  ,      342.0 
754 , ctx-lh-supramarginal_13                                , cortical  ,      610.0 
755 , ctx-lh-supramarginal_18                                , cortical  ,      711.0 
756 , ctx-lh-supramarginal_20                                , cortical  ,      930.0 
757 , ctx-lh-supramarginal_8                                 , cortical  ,      888.0 
758 , ctx-lh-supramarginal_4                                 , cortical  ,      983.0 
759 , ctx-lh-supramarginal_15                                , cortical  ,      947.0 
760 , ctx-lh-supramarginal_9                                 , cortical  ,     1407.0 
761 , ctx-lh-supramarginal_3                                 , cortical  ,      686.0 
762 , ctx-lh-supramarginal_14                                , cortical  ,     1391.0 
763 , ctx-lh-supramarginal_16                                , cortical  ,      769.0 
764 , ctx-lh-supramarginal_2                                 , cortical  ,      185.0 
765 , ctx-lh-supramarginal_6                                 , cortical  ,      268.0 
766 , ctx-lh-supramarginal_12                                , cortical  ,      512.0 
767 , ctx-lh-supramarginal_1                                 , cortical  ,      876.0 
768 , ctx-lh-supramarginal_7                                 , cortical  ,      649.0 
769 , ctx-lh-supramarginal_5                                 , cortical  ,      317.0 
770 , ctx-lh-supramarginal_17                                , cortical  ,      117.0 
771 , ctx-lh-superiorparietal_13                             , cortical  ,      342.0 
772 , ctx-lh-superiorparietal_24                             , cortical  ,      363.0 
773 , ctx-lh-superiorparietal_18                             , cortical  ,      264.0 
774 , ctx-lh-superiorparietal_10                             , cortical  ,      415.0 
775 , ctx-lh-superiorparietal_29                             , cortical  ,      109.0 
776 , ctx-lh-superiorparietal_4                              , cortical  ,      495.0 
777 , ctx-lh-superiorparietal_12                             , cortical  ,      836.0 
778 , ctx-lh-superiorparietal_15                             , cortical  ,      721.0 
779 , ctx-lh-superiorparietal_28                             , cortical  ,      585.0 
780 , ctx-lh-superiorparietal_16                             , cortical  ,      733.0 
781 , ctx-lh-superiorparietal_17                             , cortical  ,      932.0 
782 , ctx-lh-superiorparietal_7                              , cortical  ,      337.0 
783 , ctx-lh-superiorparietal_20                             , cortical  ,      946.0 
784 , ctx-lh-superiorparietal_25                             , cortical  ,      172.0 
785 , ctx-lh-superiorparietal_22                             , cortical  ,      317.0 
786 , ctx-lh-superiorparietal_9                              , cortical  ,     1083.0 
787 , ctx-lh-superiorparietal_5                              , cortical  ,      276.0 
788 , ctx-lh-superiorparietal_26                             , cortical  ,      384.0 
789 , ctx-lh-superiorparietal_23                             , cortical  ,      993.0 
790 , ctx-lh-superiorparietal_2                              , cortical  ,      280.0 
791 , ctx-lh-superiorparietal_14                             , cortical  ,      212.0 
792 , ctx-lh-superiorparietal_11                             , cortical  ,      229.0 
793 , ctx-lh-superiorparietal_21                             , cortical  ,      263.0 
794 , ctx-lh-superiorparietal_19                             , cortical  ,      540.0 
795 , ctx-lh-superiorparietal_6                              , cortical  ,      216.0 
796 , ctx-lh-superiorparietal_27                             , cortical  ,      648.0 
797 , ctx-lh-superiorparietal_1                              , cortical  ,      805.0 
798 , ctx-lh-superiorparietal_3                              , cortical  ,      380.0 
799 , ctx-lh-superiorparietal_8                              , cortical  ,      287.0 
800 , ctx-lh-inferiorparietal_13                             , cortical  ,      393.0 
801 , ctx-lh-inferiorparietal_21                             , cortical  ,      318.0 
802 , ctx-lh-inferiorparietal_11                             , cortical  ,      755.0 
803 , ctx-lh-inferiorparietal_3                              , cortical  ,      510.0 
804 , ctx-lh-inferiorparietal_4                              , cortical  ,      717.0 
805 , ctx-lh-inferiorparietal_25                             , cortical  ,     1031.0 
806 , ctx-lh-inferiorparietal_12                             , cortical  ,      438.0 
807 , ctx-lh-inferiorparietal_8                              , cortical  ,      520.0 
808 , ctx-lh-inferiorparietal_16                             , cortical  ,      343.0 
809 , ctx-lh-inferiorparietal_26                             , cortical  ,      614.0 
810 , ctx-lh-inferiorparietal_2                              , cortical  ,      454.0 
811 , ctx-lh-inferiorparietal_17                             , cortical  ,      341.0 
812 , ctx-lh-inferiorparietal_5                              , cortical  ,      625.0 
813 , ctx-lh-inferiorparietal_1                              , cortical  ,      495.0 
814 , ctx-lh-inferiorparietal_19                             , cortical  ,      853.0 
815 , ctx-lh-inferiorparietal_14                             , cortical  ,      341.0 
816 , ctx-lh-inferiorparietal_9                              , cortical  ,      906.0 
817 , ctx-lh-inferiorparietal_18                             , cortical  ,      411.0 
818 , ctx-lh-inferiorparietal_10                             , cortical  ,      514.0 
819 , ctx-lh-inferiorparietal_20                             , cortical  ,      387.0 
820 , ctx-lh-inferiorparietal_22                             , cortical  ,      224.0 
821 , ctx-lh-inferiorparietal_23                             , cortical  ,      440.0 
822 , ctx-lh-inferiorparietal_6                              , cortical  ,      694.0 
823 , ctx-lh-inferiorparietal_7                              , cortical  ,      463.0 
824 , ctx-lh-inferiorparietal_15                             , cortical  ,      335.0 
825 , ctx-lh-inferiorparietal_24                             , cortical  ,      623.0 
826 , ctx-lh-precuneus_2                                     , cortical  ,      262.0 
827 , ctx-lh-precuneus_1                                     , cortical  ,      210.0 
828 , ctx-lh-precuneus_3                                     , cortical  ,      256.0 
829 , ctx-lh-precuneus_6                                     , cortical  ,      430.0 
830 , ctx-lh-precuneus_19                                    , cortical  ,      415.0 
